"type","horse","CO2"
"Truck",310,480.8360319
"Truck",381,560.4281712
"Truck",381,385.1262576
"Truck",381,384.8121182
"Truck",381,556.5503131
"Truck",381,404.3867603
"Truck",381,538.6599919
"Truck",381,376.3958523
"Truck",310,353.6164171
"Truck",310,511.0525462
"Truck",310,346.3087181
"Truck",310,510.8076097
"Truck",381,558.6622895
"Truck",381,548.7518885
"Truck",381,364.1309207
"Truck",381,546.0561102
"Truck",381,354.0586481
"Truck",381,522.8810617
"Truck",381,361.9833432
"Truck",381,532.6889327
"Truck",381,349.1894346
"Truck",381,512.903377
"Truck",381,541.0865118
"Truck",268,374.2102674
"Truck",268,244.0512138
"Truck",181,346.2512591
"Truck",181,222.5458783
"Truck",181,375.018269
"Truck",268,252.2302394
"Truck",268,384.3661546
"Truck",181,370.9030359
"Truck",181,220.9986816
"Truck",181,339.8341974
"Car",106,175.8659619
"Car",106,175.0186133
"Car",106,223.6061942
"Car",106,222.2331111
"Car",106,169.0826248
"Car",106,166.0793413
"Car",106,221.1217613
"Car",208,363
"Car",208,219
"Car",208,415
"Car",208,305.9465162
"Car",208,314.2450592
"Car",208,306
"Car",208,209
"Car",208,321
"Car",208,380
"Car",208,335
"Car",210,304
"Car",210,202
"Car",210,295
"Car",210,389
"Car",210,345
"Car",208,208
"Car",208,305
"Car",208,390
"Car",208,368
"Car",208,323
"Car",208,319
"Car",208,306
"Car",208,393
"Car",208,341
"Car",208,200
"Car",208,209
"Car",208,356
"Car",208,365
"Car",208,324
"Car",208,308
"Car",208,204
"Car",208,306
"Car",208,412
"Car",208,359
"Car",208,320
"Car",208,219
"Car",208,327
"Car",208,410
"Car",208,314
"Car",208,370
"Car",208,308
"Car",208,216
"Car",208,318
"Car",208,343
"Car",208,339
"Car",210,396
"Car",210,200
"Car",210,299
"Car",210,347
"Car",210,300
"Car",170,291
"Car",170,191
"Car",170,290
"Car",170,192
"Car",200,307
"Car",200,391
"Car",200,367
"Car",200,328
"Car",200,210
"Car",200,314
"Car",200,432
"Car",200,358
"Car",200,321
"Car",200,213
"Car",210,359
"Car",210,293
"Car",210,382
"Car",210,315
"Car",210,197
"Car",210,353
"Car",210,317
"Car",210,287
"Car",210,412
"Car",210,199
"Car",170,277
"Car",170,192
"Car",170,286
"Car",170,195
"Car",115,283
"Car",115,296
"Car",115,333
"Car",150,155
"Car",150,205
"Car",150,136.3984078
"Car",280,386
"Car",280,429
"Car",280,372
"Car",280,238
"Car",280,341
"Car",200,304
"Car",200,382
"Car",200,376
"Car",200,326
"Car",200,204
"Car",200,344
"Car",200,307
"Car",200,410
"Car",200,375
"Car",200,198
"Car",170,291
"Car",170,193
"Car",170,280
"Car",170,191
"SUV",200,348
"SUV",200,298
"SUV",200,428
"SUV",200,421
"SUV",200,206
"SUV",200,356
"SUV",200,261
"SUV",200,337
"SUV",200,238
"SUV",200,237
"SUV",200,335
"SUV",200,348
"SUV",200,258
"Truck",280,416
"Truck",280,281
"Truck",333,266.6770044
"Truck",333,354.2776278
"Car",170,336
"Car",170,354
"Car",170,280
"Car",170,289
"Car",170,188
"Car",170,352
"Car",170,334
"Car",170,300.0390675
"Car",170,191.2708901
"Car",170,309.3649189
"Car",220,355
"Car",220,306
"Car",220,350
"Car",220,305
"Car",220,200
"Car",220,344
"Car",220,295
"Car",220,342
"Car",220,294
"Car",220,198
"SUV",220,327
"SUV",220,210
"SUV",220,315
"SUV",220,200
"SUV",220,335
"SUV",220,216
"SUV",220,324
"SUV",220,205
"SUV",220,331
"SUV",220,226
"SUV",220,320
"SUV",220,214
"Car",333,430
"Car",333,445
"Car",333,361
"Car",333,443
"Car",333,348
"Car",333,391.6758626
"Car",333,225.1236713
"Car",333,359.3671679
"Car",435,342
"Car",435,441
"Car",435,353
"Car",435,467
"Car",435,408
"Car",435,384
"Car",435,226
"Car",435,330
"Car",435,432
"Car",435,466
"Car",435,329
"Car",435,224
"Car",435,384
"Car",435,398
"Car",500,446
"Car",500,531
"Car",500,629
"Car",500,515
"Car",500,310
"Car",200,448
"Car",200,394
"Car",200,357
"Car",200,230
"Car",200,343
"Car",200,222.82523
"Car",200,356.7220364
"Car",200,357.5963115
"Car",292,349
"Car",292,358
"Car",292,214
"Car",292,308
"Car",292,311
"Car",292,314
"Car",292,217
"Car",292,311
"Car",292,340
"Car",292,363
"Car",520,462
"Car",520,368
"Car",520,518
"Car",520,243
"Car",520,444
"SUV",354,415
"SUV",354,496
"SUV",354,460
"SUV",354,427
"SUV",354,269
"Car",572,542
"Car",572,435
"Car",572,567
"Car",572,651
"Car",572,276
"Car",610,346
"Car",610,445
"Car",610,524
"Car",610,541
"Car",610,596
"Car",150,261
"Car",150,261
"Car",150,261
"Car",150,163
"Car",150,163
"Car",150,163
"Car",150,263
"Car",150,263
"Car",150,263
"Car",150,178
"Car",150,178
"Car",150,178
"Car",150,254
"Car",150,254
"Car",150,254
"Car",150,176
"Car",150,176
"Car",150,176
"Car",170,174.5461889
"Car",170,273.7590824
"Car",170,270
"Car",170,179
"Car",170,272
"Car",170,169
"Car",170,279
"Car",170,175
"Car",150,253
"Car",150,253
"Car",150,253
"Car",150,155
"Car",150,155
"Car",150,155
"Car",150,157.7111778
"Car",150,157.7111778
"Car",150,157.7111778
"Car",150,254.8572328
"Car",150,254.8572328
"Car",150,254.8572328
"Car",150,253
"Car",150,253
"Car",150,253
"Car",150,164
"Car",150,164
"Car",150,164
"Car",150,245
"Car",150,245
"Car",150,245
"Car",150,166
"Car",150,166
"Car",150,166
"Car",150,245.8971809
"Car",150,245.8971809
"Car",150,245.8971809
"Car",150,158.6655749
"Car",150,158.6655749
"Car",150,158.6655749
"Car",150,256
"Car",150,256
"Car",150,256
"Car",150,180
"Car",150,180
"Car",150,180
"Car",150,253
"Car",150,253
"Car",150,253
"Car",150,176
"Car",150,176
"Car",150,176
"Car",150,248
"Car",150,248
"Car",150,248
"Car",150,170
"Car",150,170
"Car",150,170
"Car",211,290
"Car",211,339
"Car",211,340
"Car",211,288
"Car",211,195
"Car",211,272
"Car",211,327
"Car",211,333
"Car",211,294
"Car",211,191
"Car",150,262.9618206
"Car",150,262.9618206
"Car",150,262.9618206
"Car",150,169.9657585
"Car",150,169.9657585
"Car",150,169.9657585
"Car",115,302
"Car",115,179
"Car",115,187.8682592
"Car",115,310.4564248
"Car",170,269
"Car",170,168
"Car",170,272
"Car",170,168
"Car",170,274
"Car",170,169
"Car",170,270
"Car",170,168
"Car",170,284
"Car",170,176
"Car",170,286
"Car",170,178
"Car",170,283
"Car",170,176
"Car",170,283
"Car",170,174
"Car",150,251
"Car",150,251
"Car",150,251
"Car",150,164
"Car",150,164
"Car",150,164
"Car",240,166
"Car",240,265
"Car",240,290.1486048
"Car",240,176.2757206
"SUV",300,373
"SUV",300,233
"SUV",300,338
"SUV",300,434
"SUV",300,424
"Car",302,295
"Car",302,182
"Car",302,294
"Car",302,181
"SUV",250,406
"SUV",250,341
"SUV",250,424
"SUV",250,348
"SUV",250,227
"SUV",345,379
"SUV",345,348
"SUV",345,237
"SUV",345,451
"SUV",345,455
"SUV",240,380
"SUV",240,380
"SUV",240,473
"SUV",240,473
"SUV",240,454
"SUV",240,454
"SUV",240,390
"SUV",240,390
"SUV",240,251
"SUV",240,251
"SUV",230,401
"SUV",230,373
"SUV",230,467
"SUV",230,441
"SUV",230,257
"SUV",250,440
"SUV",250,441
"SUV",250,388.6254796
"SUV",250,248.0820334
"SUV",250,380.1797662
"Car",240,290
"Car",240,204
"SUV",300,405
"SUV",300,270
"SUV",300,398
"SUV",300,466
"SUV",300,472
"Car",302,321
"Car",302,208
"Car",302,320
"Car",302,209
"SUV",240,380
"SUV",240,380
"SUV",240,358
"SUV",240,358
"SUV",240,490
"SUV",240,490
"SUV",240,466
"SUV",240,466
"SUV",240,247
"SUV",240,247
"SUV",230,389
"SUV",230,253
"SUV",230,368
"SUV",230,465
"SUV",230,445
"SUV",300,371
"SUV",300,466
"SUV",300,468
"SUV",300,248
"SUV",300,385
